,Attrition,Gender,OverTime,MaritalStatus,EnvironmentSatisfaction,JobSatisfaction,RelationshipSatisfaction,WorkLifeBalance,JobInvolvement,PerformanceRating,BusinessTravel,Education,EducationField,JobLevel,JobRole,Department,StockOptionLevel
1271,1,Male,No,Single,2,Medium,2,3,High,High,0,1,Marketing,1,Sales Representative,Sales,0
1272,0,Female,No,Married,4,High,2,3,Medium,High,0,2,Other,1,Laboratory Technician,Research & Development,1
1273,1,Female,Yes,Married,3,Low,3,3,High,High,0,1,Medical,1,Laboratory Technician,Research & Development,0
1274,0,Female,No,Married,1,Very High,1,3,Medium,High,0,4,Marketing,2,Sales Executive,Sales,2
1275,0,Female,No,Married,1,High,4,3,High,High,0,3,Technical Degree,3,Manager,Research & Development,0
1276,0,Male,No,Married,2,Medium,1,3,Medium,High,0,2,Marketing,2,Sales Executive,Sales,2
1277,0,Male,Yes,Divorced,3,Very High,3,3,High,High,0,4,Medical,5,Research Director,Research & Development,1
1278,0,Male,Yes,Married,4,Low,4,3,High,High,0,3,Life Sciences,3,Healthcare Representative,Research & Development,1
1279,1,Male,Yes,Divorced,3,Medium,3,2,High,High,1,2,Medical,1,Research Scientist,Research & Development,3
1280,0,Male,No,Divorced,3,Medium,3,2,High,High,0,2,Other,2,Human Resources,Human Resources,0
1281,1,Male,Yes,Single,3,Very High,4,3,High,High,0,3,Life Sciences,2,Sales Executive,Sales,0
1282,0,Male,No,Married,4,Low,2,3,Very High,High,0,4,Life Sciences,1,Research Scientist,Research & Development,1
1283,0,Male,No,Married,3,Very High,3,4,High,High,0,3,Life Sciences,1,Research Scientist,Research & Development,1
1284,0,Male,No,Single,3,High,3,3,High,Very High,0,1,Medical,3,Research Director,Research & Development,0
1285,0,Male,No,Single,2,Medium,3,3,Medium,High,Non-Travel,2,Life Sciences,2,Sales Executive,Sales,0
1286,0,Female,No,Married,3,Low,4,2,High,High,0,2,Life Sciences,1,Laboratory Technician,Research & Development,1
1287,0,Male,No,Married,2,Low,3,2,Very High,High,0,3,Medical,2,Healthcare Representative,Research & Development,2
1288,0,Male,No,Divorced,2,Very High,3,3,High,High,Non-Travel,2,Medical,2,Manufacturing Director,Research & Development,1
1289,0,Male,No,Divorced,1,Medium,4,3,High,High,Non-Travel,3,Human Resources,1,Human Resources,Human Resources,3
1290,1,Male,No,Married,4,Low,3,2,High,High,1,4,Life Sciences,2,Laboratory Technician,Research & Development,1
1291,1,Male,No,Single,4,Low,2,1,High,High,0,4,Medical,2,Manufacturing Director,Research & Development,0
1292,0,Male,No,Divorced,3,Very High,4,3,High,High,1,3,Life Sciences,2,Sales Executive,Sales,1
1293,0,Male,No,Single,1,High,3,2,High,High,Non-Travel,3,Life Sciences,1,Research Scientist,Research & Development,0
1294,0,Male,No,Single,2,Medium,1,1,Very High,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,0
1295,0,Female,Yes,Divorced,3,High,4,4,High,High,0,1,Marketing,3,Sales Executive,Sales,1
1296,0,Female,No,Single,1,High,2,3,High,High,0,3,Medical,3,Manufacturing Director,Research & Development,0
1297,1,Female,Yes,Married,4,Medium,3,3,High,High,0,2,Medical,1,Human Resources,Human Resources,0
1298,1,Female,No,Married,4,Medium,4,4,High,Very High,0,2,Medical,2,Healthcare Representative,Research & Development,1
1299,0,Female,No,Divorced,3,Very High,4,3,High,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,1
1300,0,Male,No,Married,2,High,3,3,Very High,Very High,0,2,Technical Degree,2,Sales Executive,Sales,2
1301,0,Male,No,Divorced,2,Medium,4,2,High,Very High,Non-Travel,3,Medical,4,Manager,Sales,1
1302,0,Male,No,Married,2,High,2,4,Low,High,0,4,Medical,1,Laboratory Technician,Research & Development,1
1303,0,Female,Yes,Divorced,3,Medium,3,3,Medium,High,0,3,Life Sciences,3,Manufacturing Director,Research & Development,1
1304,0,Female,No,Divorced,2,Low,2,3,High,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,1
1305,0,Female,No,Married,4,Very High,2,2,High,High,0,4,Medical,2,Research Scientist,Research & Development,1
1306,0,Female,No,Married,1,Low,4,3,High,High,1,4,Marketing,3,Sales Executive,Sales,2
1307,0,Female,No,Married,3,Low,3,3,High,Very High,0,3,Medical,1,Research Scientist,Research & Development,1
1308,0,Female,Yes,Married,2,Very High,1,2,Low,Very High,0,4,Marketing,2,Sales Representative,Sales,2
1309,0,Male,No,Single,3,Very High,1,3,High,High,0,3,Medical,2,Sales Executive,Sales,0
1310,0,Male,Yes,Married,1,High,2,3,High,High,1,4,Life Sciences,4,Research Director,Research & Development,0
1311,0,Female,No,Single,2,High,3,1,High,High,Non-Travel,3,Medical,1,Research Scientist,Research & Development,0
1312,1,Male,No,Married,4,Low,3,3,Very High,High,0,5,Human Resources,1,Human Resources,Human Resources,0
1313,1,Male,Yes,Divorced,1,Low,4,3,Medium,High,0,3,Human Resources,1,Human Resources,Human Resources,3
1314,0,Female,No,Married,3,High,2,4,High,Very High,Non-Travel,4,Life Sciences,2,Sales Executive,Sales,2
1315,0,Female,Yes,Married,4,Medium,4,3,High,Very High,0,4,Other,2,Research Scientist,Research & Development,1
1316,0,Male,No,Married,1,Very High,3,3,High,Very High,1,4,Life Sciences,2,Sales Executive,Sales,1
1317,0,Female,Yes,Single,4,Very High,3,2,High,High,1,2,Life Sciences,1,Laboratory Technician,Research & Development,0
1318,0,Male,No,Married,4,Very High,2,4,High,High,1,1,Medical,1,Laboratory Technician,Research & Development,0
1319,0,Male,No,Single,4,Very High,3,4,High,High,1,4,Marketing,2,Sales Executive,Sales,0
1320,0,Male,No,Married,3,High,2,2,High,Very High,Non-Travel,4,Technical Degree,1,Research Scientist,Research & Development,2
1321,0,Female,No,Single,2,High,3,3,High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,0
1322,0,Male,No,Divorced,4,Very High,3,2,High,High,0,2,Life Sciences,3,Manufacturing Director,Research & Development,1
1323,0,Male,No,Divorced,3,Very High,2,3,High,High,Non-Travel,2,Life Sciences,1,Human Resources,Human Resources,1
1324,0,Male,No,Divorced,4,High,4,3,Low,High,0,1,Life Sciences,2,Healthcare Representative,Research & Development,2
1325,0,Male,No,Single,4,High,4,3,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
1326,1,Male,Yes,Single,3,Medium,3,2,Medium,High,0,4,Marketing,2,Sales Executive,Sales,0
1327,0,Female,No,Divorced,1,Low,4,3,Very High,High,0,3,Technical Degree,4,Sales Executive,Sales,1
1328,0,Female,No,Married,2,High,4,3,Medium,Very High,0,1,Medical,2,Sales Representative,Sales,1
1329,0,Male,No,Married,4,Medium,4,3,Medium,High,0,1,Medical,1,Human Resources,Human Resources,0
1330,0,Female,No,Married,1,High,4,3,Medium,High,0,3,Medical,5,Manager,Research & Development,0
1331,0,Male,No,Married,4,Medium,4,3,Medium,High,0,3,Life Sciences,5,Research Director,Research & Development,0
1332,1,Male,Yes,Single,4,Very High,2,2,Medium,Very High,1,2,Life Sciences,1,Research Scientist,Research & Development,0
1333,1,Female,No,Married,3,Medium,3,3,High,Very High,0,3,Life Sciences,3,Sales Executive,Sales,3
1334,0,Female,No,Married,4,Low,4,2,Medium,High,1,3,Life Sciences,1,Research Scientist,Research & Development,1
1335,0,Male,No,Divorced,4,Very High,2,3,High,High,0,4,Other,2,Research Scientist,Research & Development,3
1336,0,Male,No,Married,2,Very High,2,4,Medium,Very High,0,4,Technical Degree,1,Research Scientist,Research & Development,1
1337,0,Female,No,Married,2,Medium,4,3,High,High,0,3,Medical,1,Sales Representative,Sales,1
1338,1,Male,No,Single,2,Very High,3,2,High,High,0,3,Medical,1,Sales Representative,Sales,0
1339,1,Male,Yes,Single,4,Medium,1,3,High,Very High,0,1,Life Sciences,1,Research Scientist,Research & Development,0
1340,0,Female,Yes,Married,2,High,1,3,Medium,High,0,4,Technical Degree,2,Sales Executive,Sales,1
1341,0,Male,No,Divorced,2,High,1,3,High,High,0,3,Life Sciences,2,Laboratory Technician,Research & Development,1
1342,0,Male,Yes,Married,3,Very High,4,3,High,High,0,3,Life Sciences,3,Sales Executive,Sales,3
1343,0,Male,No,Single,4,Low,2,3,High,High,0,3,Life Sciences,1,Laboratory Technician,Research & Development,0
1344,0,Male,Yes,Married,4,Low,3,3,High,Very High,0,4,Medical,2,Research Scientist,Research & Development,1
1345,0,Female,Yes,Married,4,Medium,4,3,Medium,High,0,2,Other,2,Manufacturing Director,Research & Development,0
1346,0,Female,No,Married,2,Very High,4,2,Medium,High,0,2,Life Sciences,2,Manufacturing Director,Research & Development,2
1347,0,Male,No,Single,2,Very High,4,2,Medium,Very High,1,1,Human Resources,2,Human Resources,Human Resources,0
1348,0,Male,No,Divorced,1,Low,1,3,High,High,0,4,Life Sciences,4,Manager,Research & Development,1
1349,0,Female,Yes,Married,2,High,3,2,Medium,High,0,2,Life Sciences,1,Research Scientist,Research & Development,1
1350,0,Female,No,Single,1,High,2,2,Very High,High,0,2,Medical,2,Sales Executive,Sales,0
1351,0,Female,No,Divorced,4,Very High,2,3,High,High,1,3,Medical,4,Manager,Research & Development,1
1352,0,Male,No,Married,2,Low,4,3,Very High,High,0,4,Life Sciences,2,Healthcare Representative,Research & Development,1
1353,1,Male,Yes,Married,4,Low,2,3,Low,Very High,Non-Travel,4,Technical Degree,1,Research Scientist,Research & Development,1
1354,1,Male,No,Single,1,Very High,4,3,High,High,0,2,Life Sciences,1,Laboratory Technician,Research & Development,0
1355,0,Male,No,Married,3,Medium,3,1,Medium,High,0,2,Marketing,2,Sales Executive,Sales,2
1356,0,Female,No,Married,3,Medium,3,3,High,Very High,0,3,Marketing,2,Sales Executive,Sales,1
1357,0,Male,No,Married,3,Low,2,4,High,High,0,3,Medical,3,Research Director,Research & Development,1
1358,0,Female,Yes,Divorced,3,Very High,4,3,High,High,0,2,Medical,2,Sales Executive,Sales,1
1359,0,Female,Yes,Married,4,Very High,3,2,Medium,High,0,1,Medical,2,Sales Executive,Sales,0
1360,0,Female,No,Divorced,1,High,2,2,Very High,High,0,3,Medical,1,Laboratory Technician,Research & Development,1
1361,0,Male,No,Married,3,Very High,1,3,Very High,High,1,3,Other,1,Laboratory Technician,Research & Development,1
1362,0,Male,No,Single,2,High,3,3,High,High,1,4,Medical,2,Healthcare Representative,Research & Development,0
1363,0,Male,No,Single,2,High,2,2,High,High,0,4,Marketing,2,Sales Executive,Sales,0
1364,0,Male,Yes,Married,3,Very High,3,3,Medium,High,1,2,Life Sciences,2,Sales Executive,Sales,1
1365,1,Male,No,Single,3,Low,4,3,Very High,High,1,3,Technical Degree,1,Sales Representative,Sales,0
1366,0,Female,No,Married,1,High,3,3,Low,High,Non-Travel,4,Life Sciences,2,Sales Executive,Sales,1
1367,0,Male,No,Married,2,Medium,3,2,High,High,0,4,Technical Degree,1,Research Scientist,Research & Development,1
1368,0,Male,Yes,Married,3,Very High,2,3,Medium,High,1,4,Other,2,Research Scientist,Research & Development,0
1369,1,Female,Yes,Single,4,High,4,3,High,High,0,2,Marketing,2,Sales Executive,Sales,0
1370,0,Male,No,Married,3,Medium,3,4,High,High,Non-Travel,4,Technical Degree,2,Research Scientist,Research & Development,1
1371,0,Female,No,Married,4,Low,3,3,Medium,High,0,5,Marketing,2,Sales Executive,Sales,1
1372,0,Male,No,Married,1,Low,4,3,High,Very High,0,2,Medical,2,Manufacturing Director,Research & Development,1
1373,0,Female,Yes,Divorced,4,Medium,3,3,Medium,High,1,3,Medical,2,Research Scientist,Research & Development,1
1374,0,Female,Yes,Married,4,Very High,3,2,High,High,0,3,Life Sciences,4,Manager,Sales,1
1375,1,Female,Yes,Single,1,High,1,3,Very High,High,1,2,Life Sciences,1,Research Scientist,Research & Development,0
1376,0,Male,No,Divorced,2,Very High,4,4,High,High,0,2,Life Sciences,1,Research Scientist,Research & Development,2
1377,0,Male,No,Married,2,Very High,4,3,High,High,1,1,Life Sciences,5,Research Director,Research & Development,0
1378,0,Male,Yes,Divorced,2,Very High,3,3,High,High,0,4,Marketing,2,Sales Executive,Sales,2
1379,1,Female,No,Married,1,Medium,1,3,Medium,High,1,3,Human Resources,1,Human Resources,Human Resources,0
1380,0,Male,No,Married,2,Low,4,1,High,High,0,4,Medical,2,Sales Executive,Sales,1
1381,0,Male,No,Single,3,High,3,2,High,High,Non-Travel,3,Medical,1,Research Scientist,Research & Development,0
1382,0,Male,Yes,Divorced,3,Low,4,4,High,High,Non-Travel,2,Medical,1,Research Scientist,Research & Development,1
1383,0,Male,No,Married,1,Medium,2,3,Very High,Very High,Non-Travel,4,Life Sciences,1,Laboratory Technician,Research & Development,0
1384,0,Male,No,Single,1,Very High,1,2,High,Very High,0,3,Marketing,3,Sales Executive,Sales,0
1385,0,Male,No,Divorced,4,High,3,2,High,High,0,4,Medical,3,Sales Executive,Sales,1
1386,0,Male,No,Single,3,Low,4,2,High,High,0,3,Medical,1,Laboratory Technician,Research & Development,0
1387,0,Male,No,Married,1,Low,1,2,High,High,0,3,Life Sciences,2,Healthcare Representative,Research & Development,1
1388,0,Female,No,Divorced,3,Very High,2,3,High,High,Non-Travel,4,Medical,2,Healthcare Representative,Research & Development,1
1389,0,Male,No,Married,4,Low,2,3,Low,Very High,1,3,Life Sciences,2,Research Scientist,Research & Development,0
1390,1,Male,No,Divorced,3,Very High,1,2,Medium,High,0,3,Technical Degree,1,Laboratory Technician,Research & Development,1
1391,0,Male,No,Single,1,Low,1,2,Medium,High,0,3,Life Sciences,1,Sales Representative,Sales,0
1392,0,Female,Yes,Married,3,Very High,4,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,0
1393,0,Male,No,Single,4,Very High,1,3,High,High,0,3,Marketing,2,Sales Executive,Sales,0
1394,0,Male,No,Single,4,Very High,2,3,Medium,Very High,0,4,Life Sciences,2,Manufacturing Director,Research & Development,0
1395,1,Male,Yes,Married,1,Very High,3,3,High,High,1,4,Marketing,2,Sales Executive,Sales,0
1396,1,Male,Yes,Single,1,Low,2,2,High,High,0,4,Life Sciences,3,Sales Executive,Sales,0
1397,0,Female,No,Married,1,High,3,2,High,High,0,2,Life Sciences,2,Research Scientist,Research & Development,2
1398,0,Male,No,Divorced,4,High,3,3,High,Very High,1,2,Life Sciences,2,Healthcare Representative,Research & Development,3
1399,0,Male,No,Married,1,High,2,3,High,High,0,3,Life Sciences,3,Healthcare Representative,Research & Development,1
1400,0,Male,Yes,Married,4,Medium,2,3,High,High,1,4,Other,1,Human Resources,Human Resources,1
1401,0,Male,Yes,Married,3,Medium,1,3,Very High,High,0,4,Human Resources,5,Manager,Human Resources,1
1402,0,Female,Yes,Divorced,4,Very High,3,3,Low,High,0,1,Medical,1,Laboratory Technician,Research & Development,3
1403,0,Male,No,Single,2,Low,1,3,High,High,0,4,Marketing,4,Sales Executive,Sales,0
1404,0,Male,No,Single,4,High,4,3,Medium,High,Non-Travel,2,Life Sciences,2,Research Scientist,Research & Development,0
1405,0,Female,No,Married,3,High,3,4,High,Very High,Non-Travel,3,Medical,3,Research Director,Research & Development,1
1406,0,Female,Yes,Single,3,Low,4,3,High,High,0,3,Medical,2,Manufacturing Director,Research & Development,0
1407,0,Male,No,Single,2,High,2,2,Medium,High,0,2,Life Sciences,2,Healthcare Representative,Research & Development,0
1408,0,Male,No,Single,4,Very High,3,4,High,High,0,2,Other,1,Laboratory Technician,Research & Development,0
1409,0,Female,No,Married,4,High,1,4,High,High,1,3,Technical Degree,2,Laboratory Technician,Research & Development,1
1410,0,Female,No,Married,2,Medium,3,3,High,High,0,2,Marketing,2,Sales Executive,Sales,1
1411,0,Female,No,Married,3,Medium,3,3,High,High,0,3,Human Resources,1,Human Resources,Human Resources,0
1412,0,Male,No,Married,4,Medium,3,2,High,High,0,2,Medical,1,Laboratory Technician,Research & Development,0
1413,0,Male,Yes,Divorced,4,High,3,2,High,High,0,1,Other,1,Laboratory Technician,Research & Development,1
1414,0,Male,No,Single,1,High,2,3,High,Very High,0,3,Medical,3,Healthcare Representative,Research & Development,0
1415,0,Male,No,Divorced,2,High,3,2,Medium,High,Non-Travel,2,Medical,1,Laboratory Technician,Research & Development,3
1416,0,Male,No,Married,4,Medium,1,3,High,High,0,4,Life Sciences,2,Sales Executive,Sales,2
1417,0,Male,No,Married,1,High,3,3,High,High,0,2,Life Sciences,1,Sales Representative,Sales,1
1418,0,Male,No,Married,1,High,4,3,Medium,High,1,4,Life Sciences,2,Manufacturing Director,Research & Development,1
1419,0,Male,Yes,Divorced,4,Low,3,2,High,High,0,4,Life Sciences,2,Research Scientist,Research & Development,1
1420,0,Male,No,Married,4,Very High,1,3,High,Very High,0,3,Life Sciences,1,Research Scientist,Research & Development,1
1421,0,Female,No,Married,3,Medium,1,1,High,High,Non-Travel,1,Medical,3,Research Director,Research & Development,2
1422,0,Male,Yes,Married,4,High,3,3,High,High,0,4,Medical,1,Laboratory Technician,Research & Development,1
1423,0,Male,No,Single,4,High,4,4,High,High,0,2,Life Sciences,1,Research Scientist,Research & Development,0
1424,0,Male,No,Single,2,High,2,3,High,High,0,4,Medical,2,Research Scientist,Research & Development,0
1425,0,Female,Yes,Married,2,Very High,1,3,High,High,0,2,Medical,2,Healthcare Representative,Research & Development,1
1426,0,Female,No,Single,3,Medium,3,3,Medium,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,0
1427,0,Male,No,Married,1,Very High,3,2,High,High,0,4,Life Sciences,1,Laboratory Technician,Research & Development,2
1428,0,Male,No,Married,2,Medium,2,3,Medium,High,0,4,Medical,1,Sales Representative,Sales,1
1429,0,Male,No,Single,1,Very High,1,3,High,High,0,1,Life Sciences,2,Research Scientist,Research & Development,0
1430,0,Female,No,Married,2,High,1,3,Low,High,0,3,Medical,3,Research Director,Research & Development,1
1431,0,Female,No,Married,3,Very High,3,3,High,High,0,4,Marketing,3,Sales Executive,Sales,2
1432,0,Female,Yes,Married,3,Very High,1,3,Very High,Very High,0,3,Life Sciences,3,Research Director,Research & Development,1
1433,0,Female,Yes,Divorced,1,High,2,2,High,Very High,0,2,Other,2,Sales Executive,Sales,1
1434,0,Male,No,Divorced,1,Very High,2,2,High,High,Non-Travel,4,Life Sciences,1,Sales Representative,Sales,2
1435,0,Male,Yes,Single,2,Very High,3,3,High,High,0,3,Medical,1,Research Scientist,Research & Development,0
1436,0,Male,Yes,Single,3,Low,4,3,High,High,0,1,Medical,1,Sales Representative,Sales,0
1437,0,Male,No,Single,4,Very High,3,2,High,High,Non-Travel,3,Life Sciences,5,Manager,Research & Development,0
1438,1,Male,No,Married,4,Low,1,2,High,High,1,3,Marketing,1,Sales Representative,Sales,1
1439,0,Female,No,Married,1,Very High,3,3,Medium,High,0,3,Medical,3,Sales Executive,Sales,2
1440,0,Female,No,Divorced,4,Medium,2,3,High,High,1,2,Life Sciences,2,Manufacturing Director,Research & Development,3
1441,0,Male,No,Divorced,3,High,1,2,High,Very High,Non-Travel,4,Life Sciences,2,Healthcare Representative,Research & Development,1
1442,1,Male,Yes,Married,1,Very High,2,4,High,High,0,4,Medical,1,Research Scientist,Research & Development,3
1443,0,Male,No,Married,1,High,1,2,High,High,0,3,Life Sciences,5,Manager,Research & Development,0
1444,1,Male,No,Married,4,High,4,1,High,High,0,2,Technical Degree,1,Laboratory Technician,Research & Development,1
1445,0,Female,No,Married,1,Medium,3,3,Medium,Very High,0,4,Life Sciences,4,Manufacturing Director,Research & Development,1
1446,0,Female,No,Married,4,High,4,3,Medium,Very High,0,3,Marketing,2,Sales Executive,Sales,2
1447,0,Male,No,Divorced,4,Very High,1,2,Low,Very High,Non-Travel,4,Marketing,2,Sales Executive,Sales,1
1448,0,Male,No,Divorced,3,Medium,3,3,Medium,High,0,3,Life Sciences,2,Sales Executive,Sales,1
1449,0,Male,No,Single,4,Low,4,3,High,High,0,3,Technical Degree,1,Research Scientist,Research & Development,0
1450,0,Female,Yes,Single,3,Very High,3,3,High,High,0,4,Life Sciences,3,Human Resources,Human Resources,0
1451,0,Female,No,Married,1,Very High,3,3,High,High,0,2,Life Sciences,2,Sales Executive,Sales,1
1452,1,Male,No,Divorced,2,High,4,3,High,High,1,4,Life Sciences,2,Sales Executive,Sales,2
1453,0,Female,No,Married,2,Very High,1,2,Medium,High,0,4,Marketing,2,Sales Executive,Sales,1
1454,0,Female,No,Single,4,High,3,3,High,High,0,3,Life Sciences,2,Sales Executive,Sales,0
1455,0,Male,No,Single,3,High,4,3,Medium,High,0,4,Life Sciences,1,Research Scientist,Research & Development,0
1456,0,Male,Yes,Married,3,High,4,4,High,High,1,4,Life Sciences,2,Healthcare Representative,Research & Development,2
1457,0,Female,No,Married,3,High,2,3,High,High,0,4,Medical,1,Research Scientist,Research & Development,3
1458,0,Female,No,Married,3,Very High,4,3,Low,High,0,4,Life Sciences,1,Research Scientist,Research & Development,1
1459,0,Male,Yes,Married,4,Medium,1,3,Medium,High,0,2,Other,2,Laboratory Technician,Research & Development,1
1460,0,Female,No,Single,4,Low,2,1,Medium,High,0,4,Medical,1,Research Scientist,Research & Development,0
1461,1,Male,Yes,Divorced,4,Low,2,3,Medium,High,0,3,Marketing,3,Sales Executive,Sales,1
1462,0,Female,No,Married,2,Very High,1,2,Medium,High,0,1,Marketing,4,Sales Executive,Sales,1
1463,0,Male,No,Single,2,Low,2,3,High,High,Non-Travel,3,Medical,2,Manufacturing Director,Research & Development,0
1464,0,Female,No,Single,4,High,4,3,Medium,High,0,3,Other,1,Sales Representative,Sales,0
1465,0,Male,No,Married,3,Very High,3,3,Very High,High,1,2,Medical,2,Laboratory Technician,Research & Development,1
1466,0,Male,No,Married,4,Low,1,3,Medium,High,0,1,Medical,3,Healthcare Representative,Research & Development,1
1467,0,Male,Yes,Married,2,Medium,2,3,Very High,Very High,0,3,Life Sciences,2,Manufacturing Director,Research & Development,1
1468,0,Male,No,Married,4,Medium,4,2,Medium,High,1,3,Medical,2,Sales Executive,Sales,0
1469,0,Male,No,Married,2,High,1,4,Very High,High,0,3,Medical,2,Laboratory Technician,Research & Development,0
